#ies_format_version: 1.0
#file: 20250813_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	healthStatus;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#005;	breakerPosition;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#006;	frequency;	FALSE;	TRUE;	0;	other;	FLOAT,9. -
YYYYMMDD;	hhmmss;	unixtimestamp;	healthStatus;	breakerPosition;	frequency
20250813;	141535;	1755074735.000;	 err32;	 err32;	    err32
20250813;	141540;	1755074740.000;	 err32;	 err32;	    err32
20250813;	141545;	1755074745.000;	 err32;	 err32;	    err32
20250813;	141550;	1755074750.000;	 err32;	 err32;	    err32
20250813;	141555;	1755074755.000;	 err32;	 err32;	    err32
20250813;	141600;	1755074760.000;	 err32;	 err32;	    err32
20250813;	141605;	1755074765.000;	 err32;	 err32;	    err32
20250813;	141610;	1755074770.000;	 err32;	 err32;	    err32
20250813;	141615;	1755074775.000;	 err32;	 err32;	    err32
20250813;	141620;	1755074780.000;	 err32;	 err32;	    err32
20250813;	141625;	1755074785.000;	 err32;	 err32;	    err32
20250813;	141630;	1755074790.000;	 err32;	 err32;	    err32
20250813;	141635;	1755074795.000;	 err32;	 err32;	    err32
20250813;	141640;	1755074800.000;	 err32;	 err32;	    err32
20250813;	141645;	1755074805.000;	 err32;	 err32;	    err32
20250813;	141650;	1755074810.000;	 err32;	 err32;	    err32
20250813;	141655;	1755074815.000;	 err32;	 err32;	    err32
20250813;	141700;	1755074820.000;	 err32;	 err32;	    err32
20250813;	141705;	1755074825.000;	 err32;	 err32;	    err32
20250813;	141710;	1755074830.000;	 err32;	 err32;	    err32
20250813;	141715;	1755074835.000;	 err32;	 err32;	    err32
20250813;	141720;	1755074840.000;	 err32;	 err32;	    err32
20250813;	141725;	1755074845.000;	 err32;	 err32;	    err32
20250813;	141730;	1755074850.000;	 err32;	 err32;	    err32
20250813;	141735;	1755074855.000;	 err32;	 err32;	    err32
20250813;	141740;	1755074860.000;	 err32;	 err32;	    err32
20250813;	141745;	1755074865.000;	 err32;	 err32;	    err32
20250813;	141750;	1755074870.000;	 err32;	 err32;	    err32
20250813;	141755;	1755074875.000;	 err32;	 err32;	    err32
20250813;	141800;	1755074880.000;	 err32;	 err32;	    err32
20250813;	141805;	1755074885.000;	 err32;	 err32;	    err32
20250813;	141810;	1755074890.000;	 err32;	 err32;	    err32
20250813;	141815;	1755074895.000;	 err32;	 err32;	    err32
20250813;	141820;	1755074900.000;	 err32;	 err32;	    err32
20250813;	141825;	1755074905.000;	 err32;	 err32;	    err32
20250813;	141830;	1755074910.000;	 err32;	 err32;	    err32
20250813;	141835;	1755074915.000;	 err32;	 err32;	    err32
20250813;	141840;	1755074920.000;	 err32;	 err32;	    err32
20250813;	141845;	1755074925.000;	 err32;	 err32;	    err32
20250813;	141850;	1755074930.000;	 err32;	 err32;	    err32
20250813;	141855;	1755074935.000;	 err32;	 err32;	    err32
20250813;	141900;	1755074940.000;	 err32;	 err32;	    err32
20250813;	141905;	1755074945.000;	 err32;	 err32;	    err32
20250813;	141910;	1755074950.000;	 err32;	 err32;	    err32
20250813;	141915;	1755074955.000;	 err32;	 err32;	    err32
20250813;	141920;	1755074960.000;	 err32;	 err32;	    err32
20250813;	141925;	1755074965.000;	 err32;	 err32;	    err32
20250813;	141930;	1755074970.000;	 err32;	 err32;	    err32
20250813;	141935;	1755074975.000;	 err32;	 err32;	    err32
20250813;	141940;	1755074980.000;	 err32;	 err32;	    err32
20250813;	141945;	1755074985.000;	 err32;	 err32;	    err32
20250813;	141950;	1755074990.000;	 err32;	 err32;	    err32
20250813;	141955;	1755074995.000;	 err32;	 err32;	    err32
20250813;	142000;	1755075000.000;	 err32;	 err32;	    err32
20250813;	142005;	1755075005.000;	 err32;	 err32;	    err32
20250813;	142010;	1755075010.000;	 err32;	 err32;	    err32
20250813;	142015;	1755075015.000;	 err32;	 err32;	    err32
20250813;	142020;	1755075020.000;	 err32;	 err32;	    err32
20250813;	142025;	1755075025.000;	 err32;	 err32;	    err32
20250813;	142030;	1755075030.000;	 err32;	 err32;	    err32
20250813;	142035;	1755075035.000;	 err32;	 err32;	    err32
20250813;	142040;	1755075040.000;	 err32;	 err32;	    err32
20250813;	142045;	1755075045.000;	 err32;	 err32;	    err32
20250813;	142050;	1755075050.000;	 err32;	 err32;	    err32
20250813;	142055;	1755075055.000;	 err32;	 err32;	    err32
20250813;	142100;	1755075060.000;	 err32;	 err32;	    err32
20250813;	142105;	1755075065.000;	 err32;	 err32;	    err32
20250813;	142110;	1755075070.000;	 err32;	 err32;	    err32
20250813;	142115;	1755075075.000;	 err32;	 err32;	    err32
20250813;	142120;	1755075080.000;	 err32;	 err32;	    err32
20250813;	142125;	1755075085.000;	 err32;	 err32;	    err32
20250813;	142130;	1755075090.000;	 err32;	 err32;	    err32
20250813;	142135;	1755075095.000;	 err32;	 err32;	    err32
20250813;	142140;	1755075100.000;	 err32;	 err32;	    err32
20250813;	142145;	1755075105.000;	 err32;	 err32;	    err32
20250813;	142150;	1755075110.000;	 err32;	 err32;	    err32
20250813;	142155;	1755075115.000;	 err32;	 err32;	    err32
20250813;	142200;	1755075120.000;	 err32;	 err32;	    err32
20250813;	142205;	1755075125.000;	 err32;	 err32;	    err32
20250813;	142210;	1755075130.000;	 err32;	 err32;	    err32
20250813;	142215;	1755075135.000;	 err32;	 err32;	    err32
20250813;	142220;	1755075140.000;	 err32;	 err32;	    err32
20250813;	142225;	1755075145.000;	 err32;	 err32;	    err32
20250813;	142230;	1755075150.000;	 err32;	 err32;	    err32
20250813;	142235;	1755075155.000;	 err32;	 err32;	    err32
20250813;	142240;	1755075160.000;	 err32;	 err32;	    err32
20250813;	142245;	1755075165.000;	 err32;	 err32;	    err32
20250813;	142250;	1755075170.000;	 err32;	 err32;	    err32
20250813;	142255;	1755075175.000;	 err32;	 err32;	    err32
20250813;	142300;	1755075180.000;	 err32;	 err32;	    err32
20250813;	142305;	1755075185.000;	 err32;	 err32;	    err32
20250813;	142310;	1755075190.000;	 err32;	 err32;	    err32
20250813;	142315;	1755075195.000;	 err32;	 err32;	    err32
20250813;	142320;	1755075200.000;	 err32;	 err32;	    err32
20250813;	142325;	1755075205.000;	 err32;	 err32;	    err32
20250813;	142330;	1755075210.000;	 err32;	 err32;	    err32
20250813;	142335;	1755075215.000;	 err32;	 err32;	    err32
20250813;	142340;	1755075220.000;	 err32;	 err32;	    err32
20250813;	142345;	1755075225.000;	 err32;	 err32;	    err32
20250813;	142350;	1755075230.000;	 err32;	 err32;	    err32
20250813;	142355;	1755075235.000;	 err32;	 err32;	    err32
20250813;	142400;	1755075240.000;	 err32;	 err32;	    err32
20250813;	142405;	1755075245.000;	 err32;	 err32;	    err32
20250813;	142410;	1755075250.000;	 err32;	 err32;	    err32
20250813;	142415;	1755075255.000;	 err32;	 err32;	    err32
20250813;	142420;	1755075260.000;	 err32;	 err32;	    err32
20250813;	142425;	1755075265.000;	 err32;	 err32;	    err32
20250813;	142430;	1755075270.000;	 err32;	 err32;	    err32
20250813;	142435;	1755075275.000;	 err32;	 err32;	    err32
20250813;	142440;	1755075280.000;	 err32;	 err32;	    err32
20250813;	142445;	1755075285.000;	 err32;	 err32;	    err32
20250813;	142450;	1755075290.000;	 err32;	 err32;	    err32
20250813;	142455;	1755075295.000;	 err32;	 err32;	    err32
20250813;	142500;	1755075300.000;	 err32;	 err32;	    err32
20250813;	142505;	1755075305.000;	 err32;	 err32;	    err32
20250813;	142510;	1755075310.000;	 err32;	 err32;	    err32
20250813;	142515;	1755075315.000;	 err32;	 err32;	    err32
20250813;	142520;	1755075320.000;	 err32;	 err32;	    err32
20250813;	142525;	1755075325.000;	 err32;	 err32;	    err32
20250813;	142530;	1755075330.000;	 err32;	 err32;	    err32
20250813;	142535;	1755075335.000;	 err32;	 err32;	    err32
20250813;	142540;	1755075340.000;	 err32;	 err32;	    err32
20250813;	142545;	1755075345.000;	 err32;	 err32;	    err32
20250813;	142550;	1755075350.000;	 err32;	 err32;	    err32
20250813;	142555;	1755075355.000;	 err32;	 err32;	    err32
20250813;	142600;	1755075360.000;	 err32;	 err32;	    err32
20250813;	142605;	1755075365.000;	 err32;	 err32;	    err32
20250813;	142610;	1755075370.000;	 err32;	 err32;	    err32
20250813;	142615;	1755075375.000;	 err32;	 err32;	    err32
20250813;	142620;	1755075380.000;	 err32;	 err32;	    err32
20250813;	142625;	1755075385.000;	 err32;	 err32;	    err32
20250813;	142630;	1755075390.000;	 err32;	 err32;	    err32
20250813;	142635;	1755075395.000;	 err32;	 err32;	    err32
20250813;	142640;	1755075400.000;	 err32;	 err32;	    err32
20250813;	142645;	1755075405.000;	 err32;	 err32;	    err32
20250813;	142650;	1755075410.000;	 err32;	 err32;	    err32
20250813;	142655;	1755075415.000;	 err32;	 err32;	    err32
20250813;	142700;	1755075420.000;	 err32;	 err32;	    err32
20250813;	142705;	1755075425.000;	 err32;	 err32;	    err32
20250813;	142710;	1755075430.000;	 err32;	 err32;	    err32
20250813;	142715;	1755075435.000;	 err32;	 err32;	    err32
20250813;	142720;	1755075440.000;	 err32;	 err32;	    err32
20250813;	142725;	1755075445.000;	 err32;	 err32;	    err32
20250813;	142730;	1755075450.000;	 err32;	 err32;	    err32
20250813;	142735;	1755075455.000;	 err32;	 err32;	    err32
20250813;	142740;	1755075460.000;	 err32;	 err32;	    err32
20250813;	142745;	1755075465.000;	 err32;	 err32;	    err32
20250813;	142750;	1755075470.000;	 err32;	 err32;	    err32
20250813;	142755;	1755075475.000;	 err32;	 err32;	    err32
20250813;	142800;	1755075480.000;	 err32;	 err32;	    err32
20250813;	142805;	1755075485.000;	 err32;	 err32;	    err32
20250813;	142810;	1755075490.000;	 err32;	 err32;	    err32
20250813;	142815;	1755075495.000;	 err32;	 err32;	    err32
20250813;	142820;	1755075500.000;	 err32;	 err32;	    err32
20250813;	142825;	1755075505.000;	 err32;	 err32;	    err32
20250813;	142830;	1755075510.000;	 err32;	 err32;	    err32
20250813;	142835;	1755075515.000;	 err32;	 err32;	    err32
20250813;	142840;	1755075520.000;	 err32;	 err32;	    err32
20250813;	142845;	1755075525.000;	 err32;	 err32;	    err32
20250813;	142850;	1755075530.000;	 err32;	 err32;	    err32
20250813;	142855;	1755075535.000;	 err32;	 err32;	    err32
20250813;	142900;	1755075540.000;	 err32;	 err32;	    err32
20250813;	142905;	1755075545.000;	 err32;	 err32;	    err32
20250813;	142910;	1755075550.000;	 err32;	 err32;	    err32
20250813;	142915;	1755075555.000;	 err32;	 err32;	    err32
20250813;	142920;	1755075560.000;	 err32;	 err32;	    err32
20250813;	142925;	1755075565.000;	 err32;	 err32;	    err32
20250813;	142930;	1755075570.000;	 err32;	 err32;	    err32
20250813;	142935;	1755075575.000;	 err32;	 err32;	    err32
20250813;	142940;	1755075580.000;	 err32;	 err32;	    err32
20250813;	142945;	1755075585.000;	 err32;	 err32;	    err32
20250813;	142950;	1755075590.000;	 err32;	 err32;	    err32
20250813;	142955;	1755075595.000;	 err32;	 err32;	    err32
20250813;	143000;	1755075600.000;	 err32;	 err32;	    err32
20250813;	143005;	1755075605.000;	 err32;	 err32;	    err32
20250813;	143010;	1755075610.000;	 err32;	 err32;	    err32
20250813;	143015;	1755075615.000;	 err32;	 err32;	    err32
20250813;	143020;	1755075620.000;	 err32;	 err32;	    err32
20250813;	143025;	1755075625.000;	 err32;	 err32;	    err32
20250813;	143030;	1755075630.000;	 err32;	 err32;	    err32
20250813;	143035;	1755075635.000;	 err32;	 err32;	    err32
20250813;	143040;	1755075640.000;	 err32;	 err32;	    err32
20250813;	143045;	1755075645.000;	 err32;	 err32;	    err32
20250813;	143050;	1755075650.000;	 err32;	 err32;	    err32
20250813;	143055;	1755075655.000;	 err32;	 err32;	    err32
20250813;	143100;	1755075660.000;	 err32;	 err32;	    err32
20250813;	143105;	1755075665.000;	 err32;	 err32;	    err32
20250813;	143110;	1755075670.000;	 err32;	 err32;	    err32
20250813;	143115;	1755075675.000;	 err32;	 err32;	    err32
20250813;	143120;	1755075680.000;	 err32;	 err32;	    err32
20250813;	143125;	1755075685.000;	 err32;	 err32;	    err32
20250813;	143130;	1755075690.000;	 err32;	 err32;	    err32
20250813;	143135;	1755075695.000;	 err32;	 err32;	    err32
20250813;	143140;	1755075700.000;	 err32;	 err32;	    err32
20250813;	143145;	1755075705.000;	 err32;	 err32;	    err32
20250813;	143150;	1755075710.000;	 err32;	 err32;	    err32
20250813;	143155;	1755075715.000;	 err32;	 err32;	    err32
20250813;	143200;	1755075720.000;	 err32;	 err32;	    err32
20250813;	143205;	1755075725.000;	 err32;	 err32;	    err32
20250813;	143210;	1755075730.000;	 err32;	 err32;	    err32
20250813;	143215;	1755075735.000;	 err32;	 err32;	    err32
20250813;	143220;	1755075740.000;	 err32;	 err32;	    err32
20250813;	143225;	1755075745.000;	 err32;	 err32;	    err32
20250813;	143230;	1755075750.000;	 err32;	 err32;	    err32
20250813;	143235;	1755075755.000;	 err32;	 err32;	    err32
20250813;	143240;	1755075760.000;	 err32;	 err32;	    err32
20250813;	143245;	1755075765.000;	 err32;	 err32;	    err32
20250813;	143250;	1755075770.000;	 err32;	 err32;	    err32
20250813;	143255;	1755075775.000;	 err32;	 err32;	    err32
20250813;	143300;	1755075780.000;	 err32;	 err32;	    err32
20250813;	143305;	1755075785.000;	 err32;	 err32;	    err32
20250813;	143310;	1755075790.000;	 err32;	 err32;	    err32
20250813;	143315;	1755075795.000;	 err32;	 err32;	    err32
20250813;	143320;	1755075800.000;	 err32;	 err32;	    err32
20250813;	143325;	1755075805.000;	 err32;	 err32;	    err32
20250813;	143330;	1755075810.000;	 err32;	 err32;	    err32
20250813;	143335;	1755075815.000;	 err32;	 err32;	    err32
20250813;	143340;	1755075820.000;	 err32;	 err32;	    err32
20250813;	143345;	1755075825.000;	 err32;	 err32;	    err32
20250813;	143350;	1755075830.000;	 err32;	 err32;	    err32
20250813;	143355;	1755075835.000;	 err32;	 err32;	    err32
20250813;	143400;	1755075840.000;	 err32;	 err32;	    err32
20250813;	143405;	1755075845.000;	 err32;	 err32;	    err32
20250813;	143410;	1755075850.000;	 err32;	 err32;	    err32
20250813;	143415;	1755075855.000;	 err32;	 err32;	    err32
20250813;	143420;	1755075860.000;	 err32;	 err32;	    err32
20250813;	143425;	1755075865.000;	 err32;	 err32;	    err32
20250813;	143430;	1755075870.000;	 err32;	 err32;	    err32
20250813;	143435;	1755075875.000;	 err32;	 err32;	    err32
20250813;	143440;	1755075880.000;	 err32;	 err32;	    err32
20250813;	143445;	1755075885.000;	 err32;	 err32;	    err32
20250813;	143450;	1755075890.000;	 err32;	 err32;	    err32
20250813;	143455;	1755075895.000;	 err32;	 err32;	    err32
20250813;	143500;	1755075900.000;	 err32;	 err32;	    err32
20250813;	143505;	1755075905.000;	 err32;	 err32;	    err32
20250813;	143510;	1755075910.000;	 err32;	 err32;	    err32
20250813;	143515;	1755075915.000;	 err32;	 err32;	    err32
20250813;	143520;	1755075920.000;	 err32;	 err32;	    err32
20250813;	143525;	1755075925.000;	 err32;	 err32;	    err32
20250813;	143530;	1755075930.000;	 err32;	 err32;	    err32
20250813;	143535;	1755075935.000;	 err32;	 err32;	    err32
20250813;	143540;	1755075940.000;	 err32;	 err32;	    err32
20250813;	143545;	1755075945.000;	 err32;	 err32;	    err32
20250813;	143550;	1755075950.000;	 err32;	 err32;	    err32
20250813;	143555;	1755075955.000;	 err32;	 err32;	    err32
20250813;	143600;	1755075960.000;	 err32;	 err32;	    err32
20250813;	143605;	1755075965.000;	 err32;	 err32;	    err32
20250813;	143610;	1755075970.000;	 err32;	 err32;	    err32
20250813;	143615;	1755075975.000;	 err32;	 err32;	    err32
20250813;	143620;	1755075980.000;	 err32;	 err32;	    err32
20250813;	143625;	1755075985.000;	 err32;	 err32;	    err32
20250813;	143630;	1755075990.000;	 err32;	 err32;	    err32
20250813;	143635;	1755075995.000;	 err32;	 err32;	    err32
20250813;	143640;	1755076000.000;	 err32;	 err32;	    err32
20250813;	143645;	1755076005.000;	 err32;	 err32;	    err32
20250813;	143650;	1755076010.000;	 err32;	 err32;	    err32
20250813;	143655;	1755076015.000;	 err32;	 err32;	    err32
20250813;	143700;	1755076020.000;	 err32;	 err32;	    err32
20250813;	143705;	1755076025.000;	 err32;	 err32;	    err32
20250813;	143710;	1755076030.000;	 err32;	 err32;	    err32
20250813;	143715;	1755076035.000;	 err32;	 err32;	    err32
20250813;	143720;	1755076040.000;	 err32;	 err32;	    err32
20250813;	143725;	1755076045.000;	 err32;	 err32;	    err32
20250813;	143730;	1755076050.000;	 err32;	 err32;	    err32
20250813;	143735;	1755076055.000;	 err32;	 err32;	    err32
20250813;	143740;	1755076060.000;	 err32;	 err32;	    err32
20250813;	143745;	1755076065.000;	 err32;	 err32;	    err32
20250813;	143750;	1755076070.000;	 err32;	 err32;	    err32
20250813;	143755;	1755076075.000;	 err32;	 err32;	    err32
20250813;	143800;	1755076080.000;	 err32;	 err32;	    err32
20250813;	143805;	1755076085.000;	 err32;	 err32;	    err32
20250813;	143810;	1755076090.000;	 err32;	 err32;	    err32
20250813;	143815;	1755076095.000;	 err32;	 err32;	    err32
20250813;	143820;	1755076100.000;	 err32;	 err32;	    err32
20250813;	143825;	1755076105.000;	 err32;	 err32;	    err32
20250813;	143830;	1755076110.000;	 err32;	 err32;	    err32
20250813;	143835;	1755076115.000;	 err32;	 err32;	    err32
20250813;	143840;	1755076120.000;	 err32;	 err32;	    err32
20250813;	143845;	1755076125.000;	 err32;	 err32;	    err32
20250813;	143850;	1755076130.000;	 err32;	 err32;	    err32
20250813;	143855;	1755076135.000;	 err32;	 err32;	    err32
20250813;	143900;	1755076140.000;	 err32;	 err32;	    err32
20250813;	143905;	1755076145.000;	 err32;	 err32;	    err32
20250813;	143910;	1755076150.000;	 err32;	 err32;	    err32
20250813;	143915;	1755076155.000;	 err32;	 err32;	    err32
20250813;	143920;	1755076160.000;	 err32;	 err32;	    err32
20250813;	143925;	1755076165.000;	 err32;	 err32;	    err32
20250813;	143930;	1755076170.000;	 err32;	 err32;	    err32
20250813;	143935;	1755076175.000;	 err32;	 err32;	    err32
20250813;	143940;	1755076180.000;	 err32;	 err32;	    err32
20250813;	143945;	1755076185.000;	 err32;	 err32;	    err32
20250813;	143950;	1755076190.000;	 err32;	 err32;	    err32
20250813;	143955;	1755076195.000;	 err32;	 err32;	    err32
20250813;	144000;	1755076200.000;	 err32;	 err32;	    err32
20250813;	144005;	1755076205.000;	 err32;	 err32;	    err32
20250813;	144010;	1755076210.000;	 err32;	 err32;	    err32
20250813;	144015;	1755076215.000;	 err32;	 err32;	    err32
20250813;	144020;	1755076220.000;	 err32;	 err32;	    err32
20250813;	144025;	1755076225.000;	 err32;	 err32;	    err32
20250813;	144030;	1755076230.000;	 err32;	 err32;	    err32
20250813;	144035;	1755076235.000;	 err32;	 err32;	    err32
20250813;	144040;	1755076240.000;	 err32;	 err32;	    err32
20250813;	144045;	1755076245.000;	 err32;	 err32;	    err32
20250813;	144050;	1755076250.000;	 err32;	 err32;	    err32
20250813;	144055;	1755076255.000;	 err32;	 err32;	    err32
20250813;	144100;	1755076260.000;	 err32;	 err32;	    err32
20250813;	144105;	1755076265.000;	 err32;	 err32;	    err32
20250813;	144110;	1755076270.000;	 err32;	 err32;	    err32
20250813;	144115;	1755076275.000;	 err32;	 err32;	    err32
20250813;	144120;	1755076280.000;	 err32;	 err32;	    err32
20250813;	144125;	1755076285.000;	 err32;	 err32;	    err32
20250813;	144130;	1755076290.000;	 err32;	 err32;	    err32
20250813;	144135;	1755076295.000;	 err32;	 err32;	    err32
20250813;	144140;	1755076300.000;	 err32;	 err32;	    err32
20250813;	144145;	1755076305.000;	 err32;	 err32;	    err32
20250813;	144150;	1755076310.000;	 err32;	 err32;	    err32
20250813;	144155;	1755076315.000;	 err32;	 err32;	    err32
20250813;	144200;	1755076320.000;	 err32;	 err32;	    err32
20250813;	144205;	1755076325.000;	 err32;	 err32;	    err32
20250813;	144210;	1755076330.000;	 err32;	 err32;	    err32
20250813;	144215;	1755076335.000;	 err32;	 err32;	    err32
20250813;	144220;	1755076340.000;	 err32;	 err32;	    err32
20250813;	144225;	1755076345.000;	 err32;	 err32;	    err32
20250813;	144230;	1755076350.000;	 err32;	 err32;	    err32
20250813;	144235;	1755076355.000;	 err32;	 err32;	    err32
20250813;	144240;	1755076360.000;	 err32;	 err32;	    err32
20250813;	144245;	1755076365.000;	 err32;	 err32;	    err32
20250813;	144250;	1755076370.000;	 err32;	 err32;	    err32
20250813;	144255;	1755076375.000;	 err32;	 err32;	    err32
20250813;	144300;	1755076380.000;	 err32;	 err32;	    err32
20250813;	144305;	1755076385.000;	 err32;	 err32;	    err32
20250813;	144310;	1755076390.000;	 err32;	 err32;	    err32
20250813;	144315;	1755076395.000;	 err32;	 err32;	    err32
20250813;	144320;	1755076400.000;	 err32;	 err32;	    err32
20250813;	144325;	1755076405.000;	 err32;	 err32;	    err32
20250813;	144330;	1755076410.000;	 err32;	 err32;	    err32
20250813;	144335;	1755076415.000;	 err32;	 err32;	    err32
20250813;	144340;	1755076420.000;	 err32;	 err32;	    err32
20250813;	144345;	1755076425.000;	 err32;	 err32;	    err32
20250813;	144350;	1755076430.000;	 err32;	 err32;	    err32
20250813;	144355;	1755076435.000;	 err32;	 err32;	    err32
20250813;	144400;	1755076440.000;	 err32;	 err32;	    err32
20250813;	144405;	1755076445.000;	 err32;	 err32;	    err32
20250813;	144410;	1755076450.000;	 err32;	 err32;	    err32
20250813;	144415;	1755076455.000;	 err32;	 err32;	    err32
20250813;	144420;	1755076460.000;	 err32;	 err32;	    err32
20250813;	144425;	1755076465.000;	 err32;	 err32;	    err32
20250813;	144430;	1755076470.000;	 err32;	 err32;	    err32
20250813;	144435;	1755076475.000;	 err32;	 err32;	    err32
20250813;	144440;	1755076480.000;	 err32;	 err32;	    err32
20250813;	144445;	1755076485.000;	 err32;	 err32;	    err32
20250813;	144450;	1755076490.000;	 err32;	 err32;	    err32
20250813;	144455;	1755076495.000;	 err32;	 err32;	    err32
20250813;	144500;	1755076500.000;	 err32;	 err32;	    err32
20250813;	144505;	1755076505.000;	 err32;	 err32;	    err32
20250813;	144510;	1755076510.000;	 err32;	 err32;	    err32
20250813;	144515;	1755076515.000;	 err32;	 err32;	    err32
20250813;	144520;	1755076520.000;	 err32;	 err32;	    err32
20250813;	144525;	1755076525.000;	 err32;	 err32;	    err32
20250813;	144530;	1755076530.000;	 err32;	 err32;	    err32
20250813;	144535;	1755076535.000;	 err32;	 err32;	    err32
20250813;	144540;	1755076540.000;	 err32;	 err32;	    err32
20250813;	144545;	1755076545.000;	 err32;	 err32;	    err32
20250813;	144550;	1755076550.000;	 err32;	 err32;	    err32
20250813;	144555;	1755076555.000;	 err32;	 err32;	    err32
20250813;	144600;	1755076560.000;	 err32;	 err32;	    err32
20250813;	144605;	1755076565.000;	 err32;	 err32;	    err32
20250813;	144610;	1755076570.000;	 err32;	 err32;	    err32
20250813;	144615;	1755076575.000;	 err32;	 err32;	    err32
20250813;	144620;	1755076580.000;	 err32;	 err32;	    err32
20250813;	144625;	1755076585.000;	 err32;	 err32;	    err32
20250813;	144630;	1755076590.000;	 err32;	 err32;	    err32
20250813;	144635;	1755076595.000;	 err32;	 err32;	    err32
20250813;	144640;	1755076600.000;	 err32;	 err32;	    err32
20250813;	144645;	1755076605.000;	 err32;	 err32;	    err32
20250813;	144650;	1755076610.000;	 err32;	 err32;	    err32
20250813;	144655;	1755076615.000;	 err32;	 err32;	    err32
20250813;	144700;	1755076620.000;	 err32;	 err32;	    err32
20250813;	144705;	1755076625.000;	 err32;	 err32;	    err32
20250813;	144710;	1755076630.000;	 err32;	 err32;	    err32
20250813;	144715;	1755076635.000;	 err32;	 err32;	    err32
20250813;	144720;	1755076640.000;	 err32;	 err32;	    err32
20250813;	144725;	1755076645.000;	 err32;	 err32;	    err32
20250813;	144730;	1755076650.000;	 err32;	 err32;	    err32
20250813;	144735;	1755076655.000;	 err32;	 err32;	    err32
20250813;	144740;	1755076660.000;	 err32;	 err32;	    err32
20250813;	144745;	1755076665.000;	 err32;	 err32;	    err32
20250813;	144750;	1755076670.000;	 err32;	 err32;	    err32
20250813;	144755;	1755076675.000;	 err32;	 err32;	    err32
20250813;	144800;	1755076680.000;	 err32;	 err32;	    err32
20250813;	144805;	1755076685.000;	 err32;	 err32;	    err32
20250813;	144810;	1755076690.000;	 err32;	 err32;	    err32
20250813;	144815;	1755076695.000;	 err32;	 err32;	    err32
20250813;	144820;	1755076700.000;	 err32;	 err32;	    err32
20250813;	144825;	1755076705.000;	 err32;	 err32;	    err32
20250813;	144830;	1755076710.000;	 err32;	 err32;	    err32
20250813;	144835;	1755076715.000;	 err32;	 err32;	    err32
20250813;	144840;	1755076720.000;	 err32;	 err32;	    err32
20250813;	144845;	1755076725.000;	 err32;	 err32;	    err32
20250813;	144850;	1755076730.000;	 err32;	 err32;	    err32
20250813;	144855;	1755076735.000;	 err32;	 err32;	    err32
20250813;	144900;	1755076740.000;	 err32;	 err32;	    err32
20250813;	144905;	1755076745.000;	 err32;	 err32;	    err32
20250813;	144910;	1755076750.000;	 err32;	 err32;	    err32
20250813;	144915;	1755076755.000;	 err32;	 err32;	    err32
20250813;	144920;	1755076760.000;	 err32;	 err32;	    err32
20250813;	144925;	1755076765.000;	 err32;	 err32;	    err32
20250813;	144930;	1755076770.000;	 err32;	 err32;	    err32
20250813;	144935;	1755076775.000;	 err32;	 err32;	    err32
20250813;	144940;	1755076780.000;	 err32;	 err32;	    err32
20250813;	144945;	1755076785.000;	 err32;	 err32;	    err32
20250813;	144950;	1755076790.000;	 err32;	 err32;	    err32
20250813;	144955;	1755076795.000;	 err32;	 err32;	    err32
20250813;	145000;	1755076800.000;	 err32;	 err32;	    err32
20250813;	145005;	1755076805.000;	 err32;	 err32;	    err32
20250813;	145010;	1755076810.000;	 err32;	 err32;	    err32
20250813;	145015;	1755076815.000;	 err32;	 err32;	    err32
20250813;	145020;	1755076820.000;	 err32;	 err32;	    err32
20250813;	145025;	1755076825.000;	 err32;	 err32;	    err32
20250813;	145030;	1755076830.000;	 err32;	 err32;	    err32
20250813;	145035;	1755076835.000;	 err32;	 err32;	    err32
20250813;	145040;	1755076840.000;	 err32;	 err32;	    err32
20250813;	145045;	1755076845.000;	 err32;	 err32;	    err32
20250813;	145050;	1755076850.000;	 err32;	 err32;	    err32
20250813;	145055;	1755076855.000;	 err32;	 err32;	    err32
20250813;	145100;	1755076860.000;	 err32;	 err32;	    err32
20250813;	145105;	1755076865.000;	 err32;	 err32;	    err32
20250813;	145110;	1755076870.000;	 err32;	 err32;	    err32
20250813;	145115;	1755076875.000;	 err32;	 err32;	    err32
20250813;	145120;	1755076880.000;	 err32;	 err32;	    err32
20250813;	145125;	1755076885.000;	 err32;	 err32;	    err32
20250813;	145130;	1755076890.000;	 err32;	 err32;	    err32
20250813;	145135;	1755076895.000;	 err32;	 err32;	    err32
20250813;	145140;	1755076900.000;	 err32;	 err32;	    err32
20250813;	145145;	1755076905.000;	 err32;	 err32;	    err32
20250813;	145150;	1755076910.000;	 err32;	 err32;	    err32
20250813;	145155;	1755076915.000;	 err32;	 err32;	    err32
20250813;	145200;	1755076920.000;	 err32;	 err32;	    err32
